Interference and Diffraction Data File Wed, Mar 02, 2022 3:36 PM
Sensor Position (Meters)	Light Intensity (Volts)
0.00722	-0.02311
0.00722	-0.02649
0.00722	-0.02214
0.00728	-0.01699
0.00728	-0.02343
0.00728	-0.02150
0.00728	-0.02891
0.00728	-0.02649
0.00728	-0.02311
0.00728	-0.02230
0.00728	-0.02843
0.00728	-0.02601
0.00728	-0.02263
0.00728	-0.02907
0.00728	-0.02698
0.00733	-0.02247
0.00733	-0.02375
0.00733	-0.02907
0.00733	-0.02295
0.00733	-0.02617
0.00733	-0.02391
0.00733	-0.02343
0.00733	-0.02520
0.00733	-0.02359
0.00739	-0.02472
0.00739	-0.02939
0.00739	-0.02247
0.00739	-0.02295
0.00739	-0.02746
0.00739	-0.02730
0.00739	-0.02601
0.00739	-0.02214
0.00739	-0.02665
0.00739	-0.02875
0.00744	-0.02214
0.00744	-0.02456
0.00744	-0.02698
0.00744	-0.02875
0.00744	-0.02408
0.00744	-0.02118
0.00744	-0.02681
0.00744	-0.02601
0.00744	-0.02891
0.00744	-0.02617
0.00750	-0.02408
0.00750	-0.02456
0.00750	-0.02617
0.00750	-0.02955
0.00750	-0.02456
0.00750	-0.02311
0.00750	-0.02826
0.00750	-0.02536
0.00750	-0.02569
0.00750	-0.02214
0.00750	-0.02649
0.00750	-0.02536
0.00756	-0.02504
0.00756	-0.02891
0.00756	-0.02472
0.00756	-0.02665
0.00756	-0.02536
0.00756	-0.02279
0.00756	-0.02456
0.00756	-0.02472
0.00756	-0.02134
0.00761	-0.02424
0.00761	-0.02488
0.00761	-0.02665
0.00761	-0.02665
0.00761	-0.02166
0.00761	-0.02408
0.00761	-0.02553
0.00761	-0.02408
0.00761	-0.02633
0.00761	-0.02553
0.00767	-0.02472
0.00767	-0.02472
0.00767	-0.02166
0.00767	-0.02762
0.00767	-0.02520
0.00767	-0.02198
0.00767	-0.02263
0.00767	-0.02424
0.00767	-0.02553
0.00767	-0.02698
0.00772	-0.02617
0.00772	-0.02375
0.00772	-0.03020
0.00772	-0.02569
0.00772	-0.02408
0.00772	-0.02279
0.00772	-0.02617
0.00772	-0.02359
0.00772	-0.02166
0.00772	-0.02424
0.00772	-0.02230
0.00778	-0.02585
0.00778	-0.02214
0.00778	-0.02408
0.00778	-0.02488
0.00778	-0.02665
0.00778	-0.02118
0.00778	-0.02440
0.00778	-0.02166
0.00778	-0.02569
0.00783	-0.02327
0.00783	-0.02440
0.00783	-0.02649
0.00783	-0.02343
0.00783	-0.02343
0.00783	-0.02456
0.00783	-0.02569
0.00783	-0.02875
0.00783	-0.01989
0.00783	-0.02424
0.00789	-0.02408
0.00789	-0.02633
0.00789	-0.02279
0.00789	-0.02230
0.00789	-0.02424
0.00789	-0.02601
0.00789	-0.02343
0.00789	-0.02665
0.00789	-0.02601
0.00789	-0.02875
0.00789	-0.02875
0.00794	-0.02939
0.00794	-0.02311
0.00794	-0.02649
0.00794	-0.02504
0.00794	-0.02681
0.00794	-0.02472
0.00794	-0.02021
0.00794	-0.02343
0.00794	-0.02198
0.00800	-0.02375
0.00800	-0.02617
0.00800	-0.02295
0.00800	-0.02214
0.00800	-0.02230
0.00800	-0.02601
0.00800	-0.02504
0.00800	-0.02102
0.00800	-0.02021
0.00800	-0.02520
0.00806	-0.02166
0.00806	-0.02295
0.00806	-0.02311
0.00806	-0.02408
0.00806	-0.02166
0.00806	-0.02472
0.00806	-0.02649
0.00806	-0.01973
0.00806	-0.02504
0.00806	-0.02198
0.00811	-0.02440
0.00811	-0.02665
0.00811	-0.02424
0.00811	-0.02230
0.00811	-0.02118
0.00811	-0.02601
0.00811	-0.02343
0.00811	-0.02263
0.00811	-0.02037
0.00811	-0.02343
0.00817	-0.02408
0.00817	-0.02069
0.00817	-0.02295
0.00817	-0.02102
0.00817	-0.02504
0.00817	-0.02166
0.00817	-0.02069
0.00817	-0.01957
0.00817	-0.02085
0.00822	-0.02536
0.00822	-0.02762
0.00822	-0.01957
0.00822	-0.01908
0.00822	-0.02343
0.00822	-0.02102
0.00822	-0.02488
0.00822	-0.02601
0.00822	-0.02037
0.00822	-0.02037
0.00828	-0.01844
0.00828	-0.02311
0.00828	-0.01554
0.00828	-0.02134
0.00828	-0.02198
0.00828	-0.02327
0.00828	-0.02504
0.00828	-0.02714
0.00828	-0.02665
0.00828	-0.02456
0.00833	-0.01812
0.00833	-0.02230
0.00833	-0.02295
0.00833	-0.02182
0.00833	-0.02198
0.00833	-0.02021
0.00833	-0.02311
0.00833	-0.02327
0.00833	-0.02085
0.00839	-0.01908
0.00839	-0.02182
0.00839	-0.02198
0.00839	-0.01940
0.00839	-0.02440
0.00839	-0.02005
0.00839	-0.02150
0.00839	-0.02150
0.00839	-0.02230
0.00844	-0.02005
0.00844	-0.02343
0.00844	-0.02247
0.00844	-0.02536
0.00844	-0.02359
0.00844	-0.02375
0.00844	-0.02472
0.00844	-0.02408
0.00844	-0.01957
0.00844	-0.01795
0.00850	-0.01892
0.00850	-0.02569
0.00850	-0.01973
0.00850	-0.02520
0.00850	-0.02408
0.00850	-0.02085
0.00850	-0.01973
0.00850	-0.02375
0.00850	-0.02714
0.00856	-0.02553
0.00856	-0.01957
0.00856	-0.02263
0.00856	-0.02488
0.00856	-0.02778
0.00856	-0.02021
0.00856	-0.02440
0.00856	-0.02247
0.00856	-0.02698
0.00856	-0.02247
0.00861	-0.02375
0.00861	-0.02456
0.00861	-0.02247
0.00861	-0.02504
0.00861	-0.02440
0.00861	-0.02391
0.00861	-0.02102
0.00861	-0.02166
0.00861	-0.02005
0.00867	-0.02053
0.00867	-0.02665
0.00867	-0.02698
0.00867	-0.02375
0.00867	-0.02069
0.00867	-0.02440
0.00867	-0.02230
0.00867	-0.02520
0.00867	-0.02102
0.00872	-0.02504
0.00872	-0.02295
0.00872	-0.02665
0.00872	-0.01924
0.00872	-0.02408
0.00872	-0.02230
0.00872	-0.02311
0.00872	-0.02730
0.00872	-0.01940
0.00872	-0.01795
0.00878	-0.01876
0.00878	-0.02359
0.00878	-0.02488
0.00878	-0.01860
0.00878	-0.01908
0.00878	-0.02230
0.00878	-0.02102
0.00878	-0.01860
0.00878	-0.01940
0.00883	-0.02182
0.00883	-0.02391
0.00883	-0.02037
0.00883	-0.01973
0.00883	-0.02198
0.00883	-0.01795
0.00883	-0.02730
0.00883	-0.02585
0.00883	-0.02134
0.00889	-0.01957
0.00889	-0.02279
0.00889	-0.02553
0.00889	-0.02295
0.00889	-0.02134
0.00889	-0.02391
0.00889	-0.01763
0.00889	-0.01924
0.00889	-0.02102
0.00894	-0.01812
0.00894	-0.02295
0.00894	-0.01908
0.00894	-0.02247
0.00894	-0.02053
0.00894	-0.02424
0.00894	-0.02440
0.00894	-0.02569
0.00894	-0.02021
0.00894	-0.02102
0.00900	-0.02118
0.00900	-0.02134
0.00900	-0.01989
0.00900	-0.02134
0.00900	-0.02295
0.00900	-0.02214
0.00900	-0.02295
0.00900	-0.01795
0.00900	-0.02005
0.00906	-0.02472
0.00906	-0.02037
0.00906	-0.02553
0.00906	-0.01763
0.00906	-0.02085
0.00906	-0.01763
0.00906	-0.01908
0.00906	-0.02391
0.00911	-0.02263
0.00911	-0.01940
0.00911	-0.01747
0.00911	-0.02166
0.00911	-0.02069
0.00911	-0.01908
0.00911	-0.01989
0.00911	-0.02021
0.00911	-0.01892
0.00911	-0.02472
0.00917	-0.02279
0.00917	-0.01844
0.00917	-0.02069
0.00917	-0.01844
0.00917	-0.01940
0.00917	-0.02375
0.00917	-0.01779
0.00917	-0.01957
0.00917	-0.01602
0.00917	-0.01973
0.00922	-0.01795
0.00922	-0.02150
0.00922	-0.02230
0.00922	-0.01602
0.00922	-0.01812
0.00922	-0.02134
0.00922	-0.01602
0.00922	-0.01715
0.00922	-0.01683
0.00928	-0.02021
0.00928	-0.02037
0.00928	-0.01570
0.00928	-0.01957
0.00928	-0.02102
0.00928	-0.01940
0.00928	-0.01908
0.00928	-0.01973
0.00928	-0.01908
0.00928	-0.02633
0.00933	-0.02037
0.00933	-0.01844
0.00933	-0.02359
0.00933	-0.01908
0.00933	-0.01973
0.00933	-0.02214
0.00933	-0.01828
0.00933	-0.02118
0.00933	-0.01763
0.00933	-0.02198
0.00939	-0.01779
0.00939	-0.02037
0.00939	-0.01908
0.00939	-0.01860
0.00939	-0.01602
0.00939	-0.01973
0.00939	-0.01828
0.00939	-0.01860
0.00939	-0.01892
0.00939	-0.01844
0.00944	-0.01957
0.00944	-0.02134
0.00944	-0.01731
0.00944	-0.01538
0.00944	-0.01812
0.00944	-0.01940
0.00944	-0.02198
0.00944	-0.01634
0.00944	-0.01747
0.00950	-0.02053
0.00950	-0.01731
0.00950	-0.01747
0.00950	-0.02440
0.00950	-0.01795
0.00950	-0.02230
0.00950	-0.01473
0.00950	-0.01779
0.00950	-0.01876
0.00950	-0.01812
0.00956	-0.01779
0.00956	-0.02134
0.00956	-0.01747
0.00956	-0.01634
0.00956	-0.02279
0.00956	-0.01522
0.00956	-0.01457
0.00956	-0.01844
0.00956	-0.01940
0.00956	-0.01795
0.00956	-0.02037
0.00961	-0.01602
0.00961	-0.02005
0.00961	-0.02021
0.00961	-0.02182
0.00961	-0.01812
0.00961	-0.01860
0.00961	-0.01683
0.00961	-0.01828
0.00961	-0.02037
0.00961	-0.02279
0.00967	-0.01473
0.00967	-0.02166
0.00967	-0.01795
0.00967	-0.02005
0.00967	-0.01747
0.00967	-0.01860
0.00967	-0.01506
0.00967	-0.01779
0.00967	-0.01473
0.00972	-0.01715
0.00972	-0.01538
0.00972	-0.01651
0.00972	-0.02247
0.00972	-0.01409
0.00972	-0.01667
0.00972	-0.02504
0.00972	-0.01795
0.00972	-0.02005
0.00972	-0.01812
0.00978	-0.01651
0.00978	-0.01183
0.00978	-0.02198
0.00978	-0.01828
0.00978	-0.01747
0.00978	-0.02102
0.00978	-0.01908
0.00978	-0.01876
0.00978	-0.01908
0.00978	-0.01667
0.00978	-0.02311
0.00983	-0.01747
0.00983	-0.02166
0.00983	-0.02037
0.00983	-0.01924
0.00983	-0.01747
0.00983	-0.01747
0.00983	-0.01844
0.00983	-0.01989
0.00983	-0.01973
0.00983	-0.02150
0.00989	-0.01795
0.00989	-0.02311
0.00989	-0.01795
0.00989	-0.01892
0.00989	-0.01876
0.00989	-0.01892
0.00989	-0.01538
0.00989	-0.01812
0.00989	-0.02021
0.00989	-0.02359
0.00994	-0.01957
0.00994	-0.02134
0.00994	-0.02021
0.00994	-0.01989
0.00994	-0.02037
0.00994	-0.01795
0.00994	-0.01747
0.00994	-0.01699
0.00994	-0.02102
0.00994	-0.02053
0.01000	-0.02295
0.01000	-0.01506
0.01000	-0.01924
0.01000	-0.02424
0.01000	-0.02102
0.01000	-0.02118
0.01000	-0.02424
0.01000	-0.01924
0.01000	-0.02279
0.01000	-0.02263
0.01000	-0.01989
0.01006	-0.01924
0.01006	-0.02230
0.01006	-0.01957
0.01006	-0.02746
0.01006	-0.01828
0.01006	-0.01940
0.01006	-0.02085
0.01006	-0.02408
0.01006	-0.02134
0.01006	-0.01973
0.01011	-0.02198
0.01011	-0.02214
0.01011	-0.01957
0.01011	-0.02198
0.01011	-0.01924
0.01011	-0.02408
0.01011	-0.02118
0.01011	-0.02649
0.01011	-0.02150
0.01011	-0.01989
0.01017	-0.02053
0.01017	-0.02408
0.01017	-0.01812
0.01017	-0.02263
0.01017	-0.02569
0.01017	-0.02005
0.01017	-0.02085
0.01017	-0.02440
0.01017	-0.02375
0.01017	-0.02053
0.01022	-0.02714
0.01022	-0.02311
0.01022	-0.02118
0.01022	-0.02021
0.01022	-0.01892
0.01022	-0.01876
0.01022	-0.02343
0.01022	-0.02375
0.01022	-0.02327
0.01022	-0.02343
0.01028	-0.02182
0.01028	-0.02295
0.01028	-0.02472
0.01028	-0.02375
0.01028	-0.02134
0.01028	-0.02601
0.01028	-0.02375
0.01028	-0.02520
0.01028	-0.02472
0.01028	-0.02456
0.01033	-0.02247
0.01033	-0.01763
0.01033	-0.02359
0.01033	-0.02359
0.01033	-0.02279
0.01033	-0.02150
0.01033	-0.02730
0.01033	-0.02714
0.01033	-0.01828
0.01033	-0.02295
0.01039	-0.02391
0.01039	-0.02069
0.01039	-0.02327
0.01039	-0.02649
0.01039	-0.02150
0.01039	-0.02037
0.01039	-0.02053
0.01039	-0.02263
0.01039	-0.02343
0.01039	-0.02021
0.01039	-0.02826
0.01044	-0.03084
0.01044	-0.02730
0.01044	-0.02504
0.01044	-0.02440
0.01044	-0.02553
0.01044	-0.02488
0.01044	-0.02134
0.01044	-0.02472
0.01044	-0.02150
0.01050	-0.02746
0.01050	-0.02746
0.01050	-0.02456
0.01050	-0.02424
0.01050	-0.02085
0.01050	-0.02617
0.01050	-0.02408
0.01050	-0.02569
0.01050	-0.02247
0.01056	-0.02472
0.01056	-0.02649
0.01056	-0.02214
0.01056	-0.02488
0.01056	-0.01940
0.01056	-0.02456
0.01056	-0.01844
0.01056	-0.02472
0.01056	-0.02118
0.01056	-0.02971
0.01061	-0.02746
0.01061	-0.02134
0.01061	-0.02440
0.01061	-0.02327
0.01061	-0.02472
0.01061	-0.02247
0.01061	-0.02408
0.01061	-0.02488
0.01061	-0.02826
0.01061	-0.02311
0.01061	-0.02810
0.01067	-0.02198
0.01067	-0.02198
0.01067	-0.02134
0.01067	-0.02166
0.01067	-0.02230
0.01067	-0.02230
0.01067	-0.02085
0.01067	-0.02295
0.01067	-0.02327
0.01072	-0.02182
0.01072	-0.02247
0.01072	-0.02263
0.01072	-0.02762
0.01072	-0.02408
0.01072	-0.02279
0.01072	-0.02408
0.01072	-0.01924
0.01072	-0.02359
0.01072	-0.02536
0.01078	-0.02214
0.01078	-0.01940
0.01078	-0.01876
0.01078	-0.02327
0.01078	-0.01973
0.01078	-0.02053
0.01078	-0.02939
0.01078	-0.02263
0.01078	-0.02456
0.01078	-0.02714
0.01083	-0.02472
0.01083	-0.02166
0.01083	-0.02343
0.01083	-0.02375
0.01083	-0.01860
0.01083	-0.02279
0.01083	-0.02375
0.01083	-0.02118
0.01083	-0.02375
0.01089	-0.02424
0.01089	-0.01747
0.01089	-0.02311
0.01089	-0.02391
0.01089	-0.02069
0.01089	-0.02085
0.01089	-0.01973
0.01089	-0.02053
0.01089	-0.02536
0.01089	-0.02134
0.01094	-0.02230
0.01094	-0.01940
0.01094	-0.02408
0.01094	-0.02134
0.01094	-0.02085
0.01094	-0.01957
0.01094	-0.02037
0.01094	-0.01924
0.01094	-0.02408
0.01100	-0.01973
0.01100	-0.02102
0.01100	-0.02247
0.01100	-0.02198
0.01100	-0.02601
0.01100	-0.01812
0.01100	-0.02408
0.01100	-0.01940
0.01100	-0.02214
0.01100	-0.01908
0.01106	-0.02102
0.01106	-0.02295
0.01106	-0.02279
0.01106	-0.02424
0.01106	-0.02214
0.01106	-0.01812
0.01106	-0.02472
0.01106	-0.01795
0.01106	-0.01957
0.01106	-0.01779
0.01111	-0.02102
0.01111	-0.02021
0.01111	-0.01973
0.01111	-0.02166
0.01111	-0.01957
0.01111	-0.02198
0.01111	-0.01989
0.01111	-0.01940
0.01111	-0.02085
0.01117	-0.01763
0.01117	-0.02279
0.01117	-0.02118
0.01117	-0.01989
0.01117	-0.01892
0.01117	-0.02005
0.01117	-0.02247
0.01117	-0.01892
0.01117	-0.01908
0.01117	-0.01795
0.01122	-0.01683
0.01122	-0.02134
0.01122	-0.01779
0.01122	-0.01860
0.01122	-0.01973
0.01122	-0.02021
0.01122	-0.01586
0.01122	-0.01924
0.01122	-0.02118
0.01122	-0.01489
0.01128	-0.02053
0.01128	-0.02198
0.01128	-0.02230
0.01128	-0.01699
0.01128	-0.01828
0.01128	-0.02327
0.01128	-0.01779
0.01128	-0.02391
0.01128	-0.01860
0.01133	-0.01779
0.01133	-0.01683
0.01133	-0.01699
0.01133	-0.02005
0.01133	-0.01699
0.01133	-0.01989
0.01133	-0.02021
0.01133	-0.02214
0.01133	-0.01844
0.01139	-0.01554
0.01139	-0.02085
0.01139	-0.02021
0.01139	-0.01715
0.01139	-0.02536
0.01139	-0.01554
0.01139	-0.01667
0.01139	-0.02247
0.01139	-0.01908
0.01139	-0.01683
0.01144	-0.02069
0.01144	-0.01602
0.01144	-0.02005
0.01144	-0.01554
0.01144	-0.01876
0.01144	-0.01731
0.01144	-0.02134
0.01144	-0.02375
0.01144	-0.01844
0.01144	-0.02247
0.01150	-0.02472
0.01150	-0.01779
0.01150	-0.02295
0.01150	-0.01763
0.01150	-0.02005
0.01150	-0.02295
0.01150	-0.01973
0.01150	-0.02343
0.01150	-0.01667
0.01156	-0.01876
0.01156	-0.02053
0.01156	-0.02456
0.01156	-0.01586
0.01156	-0.02053
0.01156	-0.02359
0.01156	-0.02005
0.01156	-0.02118
0.01156	-0.02343
0.01161	-0.01731
0.01161	-0.02633
0.01161	-0.01715
0.01161	-0.02102
0.01161	-0.02214
0.01161	-0.01812
0.01161	-0.02585
0.01161	-0.01957
0.01161	-0.01973
0.01161	-0.02279
0.01161	-0.01908
0.01167	-0.02230
0.01167	-0.01908
0.01167	-0.02118
0.01167	-0.01795
0.01167	-0.02053
0.01167	-0.02456
0.01167	-0.02037
0.01167	-0.02214
0.01167	-0.02569
0.01167	-0.01973
0.01172	-0.02263
0.01172	-0.02247
0.01172	-0.02311
0.01172	-0.02295
0.01172	-0.02456
0.01172	-0.02150
0.01172	-0.02182
0.01172	-0.02424
0.01172	-0.02150
0.01172	-0.02665
0.01178	-0.02391
0.01178	-0.02053
0.01178	-0.02649
0.01178	-0.02166
0.01178	-0.02536
0.01178	-0.01973
0.01178	-0.02134
0.01178	-0.02198
0.01178	-0.02214
0.01183	-0.02150
0.01183	-0.02295
0.01183	-0.02150
0.01183	-0.02408
0.01183	-0.02520
0.01183	-0.02408
0.01183	-0.02698
0.01183	-0.02263
0.01183	-0.02021
0.01183	-0.02472
0.01183	-0.02085
0.01189	-0.02633
0.01189	-0.02553
0.01189	-0.02585
0.01189	-0.02150
0.01189	-0.02391
0.01189	-0.02649
0.01189	-0.02520
0.01189	-0.02488
0.01189	-0.02681
0.01189	-0.02279
0.01194	-0.02343
0.01194	-0.02472
0.01194	-0.02794
0.01194	-0.02214
0.01194	-0.02279
0.01194	-0.02601
0.01194	-0.02343
0.01194	-0.02891
0.01194	-0.02279
0.01194	-0.02585
0.01200	-0.02585
0.01200	-0.02488
0.01200	-0.02230
0.01200	-0.02875
0.01200	-0.02279
0.01200	-0.02118
0.01200	-0.02408
0.01200	-0.02214
0.01200	-0.02569
0.01200	-0.02343
0.01206	-0.02359
0.01206	-0.02391
0.01206	-0.02762
0.01206	-0.02472
0.01206	-0.02408
0.01206	-0.02150
0.01206	-0.02327
0.01206	-0.02649
0.01206	-0.02311
0.01206	-0.02424
0.01206	-0.02230
0.01211	-0.02472
0.01211	-0.02971
0.01211	-0.02247
0.01211	-0.02327
0.01211	-0.02375
0.01211	-0.02553
0.01211	-0.02488
0.01211	-0.02166
0.01211	-0.02665
0.01211	-0.02520
0.01217	-0.02359
0.01217	-0.02150
0.01217	-0.02617
0.01217	-0.02536
0.01217	-0.02391
0.01217	-0.02714
0.01217	-0.02279
0.01217	-0.02585
0.01217	-0.02408
0.01222	-0.02617
0.01222	-0.02408
0.01222	-0.02295
0.01222	-0.02375
0.01222	-0.01779
0.01222	-0.02633
0.01222	-0.02359
0.01222	-0.02214
0.01222	-0.02391
0.01222	-0.01892
0.01228	-0.02649
0.01228	-0.02327
0.01228	-0.02327
0.01228	-0.02472
0.01228	-0.02488
0.01228	-0.02601
0.01228	-0.01957
0.01228	-0.02343
0.01228	-0.02069
0.01228	-0.02085
0.01228	-0.02472
0.01233	-0.02472
0.01233	-0.02408
0.01233	-0.02085
0.01233	-0.02037
0.01233	-0.02247
0.01233	-0.01908
0.01233	-0.01957
0.01233	-0.02102
0.01233	-0.02424
0.01233	-0.02182
0.01239	-0.02166
0.01239	-0.01795
0.01239	-0.01860
0.01239	-0.02440
0.01239	-0.01989
0.01239	-0.02118
0.01239	-0.02150
0.01239	-0.02005
0.01239	-0.02198
0.01239	-0.02327
0.01244	-0.02021
0.01244	-0.02327
0.01244	-0.02198
0.01244	-0.01812
0.01244	-0.01892
0.01244	-0.01940
0.01244	-0.01860
0.01244	-0.02408
0.01244	-0.01763
0.01244	-0.02279
0.01250	-0.02134
0.01250	-0.01683
0.01250	-0.01602
0.01250	-0.02118
0.01250	-0.01812
0.01250	-0.01957
0.01250	-0.01989
0.01250	-0.02311
0.01250	-0.01425
0.01250	-0.01876
0.01250	-0.01795
0.01256	-0.02198
0.01256	-0.01795
0.01256	-0.01844
0.01256	-0.01425
0.01256	-0.01618
0.01256	-0.01860
0.01256	-0.01812
0.01256	-0.01699
0.01256	-0.01683
0.01256	-0.02440
0.01261	-0.01506
0.01261	-0.01828
0.01261	-0.01763
0.01261	-0.02166
0.01261	-0.01506
0.01261	-0.01795
0.01261	-0.01908
0.01261	-0.01715
0.01261	-0.01651
0.01261	-0.01361
0.01267	-0.01779
0.01267	-0.01151
0.01267	-0.01280
0.01267	-0.01908
0.01267	-0.01183
0.01267	-0.01216
0.01267	-0.01667
0.01267	-0.01731
0.01267	-0.01425
0.01267	-0.01264
0.01267	-0.01377
0.01272	-0.01232
0.01272	-0.01667
0.01272	-0.01473
0.01272	-0.01216
0.01272	-0.01216
0.01272	-0.01361
0.01272	-0.01296
0.01272	-0.01377
0.01272	-0.01328
0.01278	-0.01167
0.01278	-0.01393
0.01278	-0.01151
0.01278	-0.01441
0.01278	-0.01199
0.01278	-0.00926
0.01278	-0.01506
0.01278	-0.01183
0.01278	-0.01135
0.01278	-0.01393
0.01283	-0.00942
0.01283	-0.01087
0.01283	-0.00877
0.01283	-0.01183
0.01283	-0.01538
0.01283	-0.01135
0.01283	-0.01135
0.01283	-0.01377
0.01283	-0.01071
0.01283	-0.00990
0.01289	-0.00877
0.01289	-0.01393
0.01289	-0.01280
0.01289	-0.01006
0.01289	-0.01119
0.01289	-0.01328
0.01289	-0.01135
0.01289	-0.00603
0.01289	-0.01232
0.01289	-0.00877
0.01289	-0.01071
0.01294	-0.00813
0.01294	-0.01280
0.01294	-0.00829
0.01294	-0.01038
0.01294	-0.01232
0.01294	-0.00732
0.01294	-0.00990
0.01294	-0.00523
0.01294	-0.01216
0.01300	-0.00539
0.01300	-0.00845
0.01300	-0.01296
0.01300	-0.00845
0.01300	-0.01022
0.01300	-0.00732
0.01300	-0.00974
0.01300	-0.00845
0.01300	-0.01103
0.01306	-0.00813
0.01306	-0.01071
0.01306	-0.00700
0.01306	-0.00893
0.01306	-0.00732
0.01306	-0.00942
0.01306	-0.00974
0.01306	-0.01248
0.01306	-0.01473
0.01306	-0.01087
0.01311	-0.01135
0.01311	-0.01087
0.01311	-0.00974
0.01311	-0.01183
0.01311	-0.01522
0.01311	-0.01022
0.01311	-0.01038
0.01311	-0.01248
0.01311	-0.01006
0.01311	-0.00942
0.01311	-0.01248
0.01317	-0.01457
0.01317	-0.00861
0.01317	-0.01119
0.01317	-0.01506
0.01317	-0.01054
0.01317	-0.01199
0.01317	-0.01522
0.01317	-0.01232
0.01317	-0.00829
0.01322	-0.00942
0.01322	-0.01232
0.01322	-0.01119
0.01322	-0.00829
0.01322	-0.01377
0.01322	-0.01425
0.01322	-0.01393
0.01322	-0.01103
0.01322	-0.01167
0.01328	-0.01457
0.01328	-0.00765
0.01328	-0.01312
0.01328	-0.01377
0.01328	-0.01312
0.01328	-0.00926
0.01328	-0.01054
0.01328	-0.01506
0.01328	-0.01409
0.01328	-0.01312
0.01333	-0.01167
0.01333	-0.01441
0.01333	-0.01167
0.01333	-0.01296
0.01333	-0.01506
0.01333	-0.01699
0.01333	-0.01183
0.01333	-0.01393
0.01333	-0.01473
0.01333	-0.01473
0.01339	-0.01296
0.01339	-0.01441
0.01339	-0.01344
0.01339	-0.01441
0.01339	-0.01763
0.01339	-0.01618
0.01339	-0.01312
0.01339	-0.02005
0.01339	-0.01344
0.01344	-0.01296
0.01344	-0.01973
0.01344	-0.01457
0.01344	-0.01699
0.01344	-0.01554
0.01344	-0.01538
0.01344	-0.01747
0.01344	-0.01860
0.01344	-0.01683
0.01350	-0.01812
0.01350	-0.01973
0.01350	-0.02037
0.01350	-0.01828
0.01350	-0.01924
0.01350	-0.01828
0.01350	-0.01570
0.01350	-0.01522
0.01350	-0.01973
0.01350	-0.01554
0.01356	-0.01989
0.01356	-0.02198
0.01356	-0.01876
0.01356	-0.01715
0.01356	-0.01940
0.01356	-0.02069
0.01356	-0.01795
0.01356	-0.01731
0.01356	-0.02182
0.01361	-0.02150
0.01361	-0.01715
0.01361	-0.02440
0.01361	-0.01763
0.01361	-0.02182
0.01361	-0.01844
0.01361	-0.01602
0.01361	-0.02134
0.01361	-0.02069
0.01367	-0.02182
0.01367	-0.02311
0.01367	-0.02375
0.01367	-0.02230
0.01367	-0.01731
0.01367	-0.01860
0.01367	-0.02488
0.01367	-0.02391
0.01367	-0.02247
0.01367	-0.01892
0.01372	-0.01973
0.01372	-0.01586
0.01372	-0.02214
0.01372	-0.01973
0.01372	-0.02166
0.01372	-0.01683
0.01372	-0.01779
0.01372	-0.01844
0.01372	-0.02085
0.01378	-0.02182
0.01378	-0.01892
0.01378	-0.02424
0.01378	-0.01812
0.01378	-0.02247
0.01378	-0.02343
0.01378	-0.01892
0.01378	-0.02166
0.01378	-0.02134
0.01383	-0.02053
0.01383	-0.01683
0.01383	-0.01812
0.01383	-0.01731
0.01383	-0.02343
0.01383	-0.01860
0.01383	-0.01763
0.01383	-0.02263
0.01383	-0.02053
0.01389	-0.02005
0.01389	-0.02069
0.01389	-0.01892
0.01389	-0.01924
0.01389	-0.01795
0.01389	-0.02279
0.01389	-0.01473
0.01389	-0.01860
0.01389	-0.01731
0.01389	-0.01844
0.01394	-0.01506
0.01394	-0.01892
0.01394	-0.01586
0.01394	-0.01812
0.01394	-0.01361
0.01394	-0.01699
0.01394	-0.02085
0.01394	-0.01699
0.01394	-0.01522
0.01394	-0.01586
0.01400	-0.01199
0.01400	-0.01344
0.01400	-0.01618
0.01400	-0.01538
0.01400	-0.01506
0.01400	-0.01344
0.01400	-0.01119
0.01400	-0.01586
0.01406	-0.01135
0.01406	-0.01232
0.01406	-0.01296
0.01406	-0.01328
0.01406	-0.01248
0.01406	-0.01280
0.01406	-0.00926
0.01406	-0.01119
0.01406	-0.00700
0.01406	-0.01022
0.01411	-0.01473
0.01411	-0.00958
0.01411	-0.01199
0.01411	-0.01248
0.01411	-0.01151
0.01411	-0.01151
0.01411	-0.00603
0.01411	-0.00797
0.01411	-0.01103
0.01411	-0.00797
0.01417	-0.00491
0.01417	-0.00829
0.01417	-0.00700
0.01417	-0.00491
0.01417	-0.00765
0.01417	-0.00523
0.01417	-0.00668
0.01417	-0.00990
0.01417	-0.00620
0.01417	-0.00603
0.01422	-0.00249
0.01422	-0.00442
0.01422	-0.00700
0.01422	-0.00781
0.01422	-0.00233
0.01422	-0.00636
0.01422	-0.00281
0.01422	-0.00217
0.01422	-0.00201
0.01428	-0.00458
0.01428	-0.00265
0.01428	-0.00523
0.01428	-0.00426
0.01428	-0.00346
0.01428	-0.00088
0.01428	-0.00346
0.01428	-0.00185
0.01428	0.00283
0.01428	-0.00297
0.01433	0.00009
0.01433	-0.00088
0.01433	0.00154
0.01433	0.00283
0.01433	0.00041
0.01433	0.00411
0.01433	0.00202
0.01433	0.00025
0.01433	0.00524
0.01433	0.00202
0.01439	0.00283
0.01439	0.00347
0.01439	0.00460
0.01439	-0.00040
0.01439	0.00814
0.01439	0.00460
0.01439	0.00460
0.01439	0.00717
0.01439	0.00202
0.01439	0.00782
0.01439	0.00492
0.01444	0.00766
0.01444	0.00572
